1	0.2779373526573181
2	0.2047258367141088
3	0.29056360324223834
4	0.14729629953702292
5	0.1671804040670395
6	0.09480688720941544
7	0.08473216493924458
8	0.0785087135930856
9	0.04590276504556338
10	0.09093593060970306
11	0.05428469926118851
12	0.056857794523239136
13	0.048046693205833435
14	0.055711605896552406
15	0.05538797006011009
16	0.055281938364108406
17	0.04790336266160011
18	0.051062011470397316
19	0.05514289687077204
20	0.05135694767038027
21	0.0490788978834947
22	0.041623818377653755
23	0.06508078177769978
24	0.03882337609926859
25	0.05743296444416046
26	0.052857547998428345
27	0.04085163027048111
28	0.042647916823625565
29	0.03932397502164046
30	0.05948472395539284
31	0.042015968511501946
32	0.05404205620288849
33	0.03373463327685992
34	0.03789551059405009
35	0.03700346375505129
36	0.037247891227404274
37	0.04383481045564016
38	0.039661517987648644
39	0.03987864404916763
40	0.039798238625129066
41	0.038542295495669045
42	0.04431274657448133
43	0.043819221357504524
44	0.04177769521872202
45	0.05131108189622561
46	0.036776063963770866
47	0.04388975352048874
48	0.03882000595331192
49	0.04689343646168709
50	0.06701166803638141
